locus	log2FoldChange	padj	symbol	description
AT1G01550	0.761314861925923	1.2837866869842e-10	BPS1	BPS1-like protein (DUF793)
AT1G01560	4.42946183827391	4.3418148017096e-23	MPK11	MAP kinase 11
AT1G01570	0.266973056613262	0.59524717701317		transferring glycosyl group transferase (DUF604)
AT1G01580	1.75844227113318	3.1266452893665e-05	FRO2	ferric reduction oxidase 2
AT1G01590	2.2640159260427	0.0579466350245466	FRO1	ferric reduction oxidase 1
AT1G01600	0.902930413986746	0.0152161071731306	CYP86A4	cytochrome P450%2C family 86%2C subfamily A%2C polypeptide 4
AT1G01610	-0.00281149073830901	1.0	GPAT4	glycerol-3-phosphate acyltransferase 4
AT1G01620	0.458316289055096	0.0231655628129491	PIP1C	plasma membrane intrinsic protein 1C
AT1G01630	0.744855202303983	4.00482345468082e-07		Sec14p-like phosphatidylinositol transfer family protein
AT1G01640	-1.73961114145418	7.81374443368254e-05		BTB/POZ domain-containing protein
AT1G01650	0.624894744116679	0.0019927363163095	SPPL4	SIGNAL PEPTIDE PEPTIDASE-LIKE 4
AT1G01660	0.109532322621809	0.889861698753086		RING/U-box superfamily protein
AT1G01670	0.251368824826523	0.560719617697326		RING/U-box superfamily protein
AT1G01680	1.45657579479289	0.0187801734858152	PUB54	plant U-box 54
AT1G01690	-0.518699513081808	0.143192403322503	PRD3	putative recombination initiation defects 3
AT1G01695	-0.31243087687044	0.825041396511512	TRM33	Phosphatidylinositol N-acetyglucosaminlytransferase subunit P-like protein
AT1G01700	-1.33500773301438	0.00202899157443632	ROPGEF2	RHO guanyl-nucleotide exchange factor 2
AT1G01710	0.0787567282888775	0.644821980209305		acyl-CoA thioesterase II
AT1G01715	0.153966714738122	0.789689007544426		hypothetical protein
AT1G01720	1.89697086593276	9.25600096147684e-16	ATAF1	NAC (No Apical Meristem) domain transcriptional regulator superfamily protein
AT1G01725	0.976474128233527	0.0703526385425531		adenylosuccinate synthetase
AT1G01730	-0.51984578146688	0.0305911219023947		hypothetical protein
AT1G01740	0.16617245820734	0.542084526242026	BSK4	kinase with tetratricopeptide repeat domain-containing protein
AT1G01750	2.97787058680811	0.096381222559559	ADF11	actin depolymerizing factor 11
AT1G01760	0.419124241932637	0.119477796276844		denosine deaminases acting on tRNA
AT1G01770	-0.232294991651423	0.387837294920381		propionyl-CoA carboxylase
AT1G01780	-0.333404870112351	0.0553209550744238	PLIM2b	GATA type zinc finger transcription factor family protein
AT1G01790	0.477966266958164	0.0100165077431068	KEA1	K+ efflux antiporter 1
AT1G01800	0.26387676740793	0.123224464804022		NAD(P)-binding Rossmann-fold superfamily protein
AT1G01810	-0.319939027340437	0.763984551846393		hypothetical protein
AT1G01820	-0.459930133850144	0.00132202639614673	PEX11C	peroxin 11c
AT1G01830	0.135652452607506	0.721618295402624		ARM repeat superfamily protein
AT1G01840	0.209103849821814	0.986198760615195		AP2-like ethylene-responsive transcription factor SNZ
AT1G01860	-0.127348114842651	0.722273079113688	PFC1	Ribosomal RNA adenine dimethylase family protein
AT1G01870				
AT1G01880	-0.0651147954820855	0.924167881015366		5'-3' exonuclease family protein
AT1G01890				
AT1G01900	0.207397817211294	0.862378792761806	SBTI1.1	subtilase family protein
AT1G01910	0.1439448553095	0.297383496679202		P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT1G01920	-0.468149713077423	0.00680986507265927		SET domain-containing protein
AT1G01930	0.0802407253376331	0.79418305946047		zinc finger protein-like protein
AT1G01940	-0.37318680363219	0.0720390174167509		Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein
AT1G01950	0.675785837382622	0.0041475794670432	ARK2	armadillo repeat kinesin 2
AT1G01960	-0.288391729777766	0.064010115523153	EDA10	SEC7-like guanine nucleotide exchange family protein
AT1G01970	-0.042565637771889	0.893075241934197		Tetratricopeptide repeat (TPR)-like superfamily protein
AT1G01980	2.56652589533225	0.704817825044517		FAD-binding Berberine family protein
AT1G01990	-0.328290888019063	0.140115081500639		hypothetical protein
AT1G02000	-0.0336267769960016	0.936517682362522	GAE2	UDP-D-glucuronate 4-epimerase 2
AT1G02010	-0.403652638323747	0.0389184266934048	SEC1A	secretory 1A
AT1G02020	-0.444542773457216	0.00896869180027489		nitroreductase family protein
AT1G02030	-1.01378948916764	0.549219858523382		C2H2-like zinc finger protein
AT1G02040	1.47145824604376	0.736253931506417		C2H2-type zinc finger family protein
AT1G02050	-1.24055841790087	4.5633485958744e-14	LAP6	Chalcone and stilbene synthase family protein
AT1G02060	-1.04381678629876	5.26833022158995e-09		Tetratricopeptide repeat (TPR)-like superfamily protein
AT1G02065	0.114319214719806	0.919030171188725	SPL8	squamosa promoter binding protein-like 8
AT1G02067				hypothetical protein
AT1G02070	-0.480873637361092	0.561558358502419		zinc ion-binding protein
AT1G02080	-0.336666222505971	0.065879895120516		transcription regulator
AT1G02090	0.0379901679504192	0.921577640985628	FUS5	Proteasome component (PCI) domain protein
AT1G02100	-0.315915267496675	0.0130436000293409	SBI1	Leucine carboxyl methyltransferase
AT1G02110	-0.627203409872288	1.08333814394581e-07		bZIP domain class transcription factor (DUF630 and DUF632)
AT1G02120	-0.359975330848533	0.129580679693789	VAD1	GRAM domain family protein
AT1G02130	0.328289107340363	0.169314822807821	RA-5	RAS 5
AT1G02140	0.260953244916206	0.126011053462896	MAGO	mago nashi family protein
AT1G02145	0.12986563671189	0.662311357356096	ALG12	homolog of asparagine-linked glycosylation 12
AT1G02150	-0.258639950581074	0.23922390091745		Tetratricopeptide repeat (TPR)-like superfamily protein
AT1G02160	-0.215182167509479	0.337136464878267		Cox19 family protein (CHCH motif)
AT1G02170	0.325389245226168	0.0314862114541721	MC1	metacaspase 1
AT1G02180	-0.158066802315479	0.738744959080203		ferredoxin-like protein
AT1G02190	4.71293416502462	0.00404938242869013		Fatty acid hydroxylase superfamily
AT1G02205	1.62281404642631	0.00172883963922769	CER1	Fatty acid hydroxylase superfamily
AT1G02210				NAC (No Apical Meristem) domain transcriptional regulator superfamily protein
AT1G02220	-0.216910284967316	0.470183646332116	NAC003	NAC domain containing protein 3
AT1G02230	1.0282820415813	0.225625570954728	NAC004	NAC domain containing protein 4
AT1G02250	0.35291065099751	0.890169729552766	NAC005	NAC domain containing protein 5
AT1G02260	-0.631700879695917	0.00260247075427832		Divalent ion symporter
AT1G02270	0.896731964190729	2.88676367611465e-05		Calcium-binding endonuclease/exonuclease/phosphatase family
AT1G02280	-0.174349385741672	0.360788292347414	TOC33	translocon at the outer envelope membrane of chloroplasts 33
AT1G02290	-0.542042412009399	0.00894944464488283		hypothetical protein
AT1G02300	-0.775902687808033	9.7007648987894e-06		Cysteine proteinases superfamily protein
AT1G02305	-0.366347467881888	0.00520270205332661		Cysteine proteinases superfamily protein
AT1G02310	1.03643119075507	0.130598508275835	MAN1	Glycosyl hydrolase superfamily protein
AT1G02320				hypothetical protein
AT1G02330	-0.386858677413982	0.101752736037141		integrator complex subunit-like protein
AT1G02335	0.404129159309091	0.715606309131224	GL22	germin-like protein subfamily 2 member 2 precursor
AT1G02340	0.565400242078847	0.0733746002319672	HFR1	basic helix-loop-helix (bHLH) DNA-binding superfamily protein
AT1G02350	0.481070072158904	0.150896802006015		protoporphyrinogen oxidase-like protein
AT1G02360	0.879996310244347	2.71775828061027e-06		Chitinase family protein
AT1G02370	-0.757842406302529	0.000435887595650797		Tetratricopeptide repeat (TPR)-like superfamily protein
AT1G02380	0.657235518624489	0.16445107527854		transmembrane protein
AT1G02390	3.44716116812336	3.49828011006909e-10	GPAT2	glycerol-3-phosphate acyltransferase 2
AT1G02400	2.87446920952754	6.2129593716825e-14	GA2OX6	gibberellin 2-oxidase 6
AT1G02405	1.49991270212159	0.00491930437884694		proline-rich family protein
AT1G02410	0.614119419561209	0.00115347426726695		cytochrome c oxidase assembly protein CtaG / Cox11 family
AT1G02420	-0.352199999351059	0.516501330485962		Pentatricopeptide repeat (PPR) superfamily protein
AT1G02430	-0.160179077326541	0.929278226507732	ARFD1B	ADP-ribosylation factor D1B
AT1G02440	1.0145316869447	0.0552449566063939	ARFD1A	ADP-ribosylation factor D1A
AT1G02450	-0.355796627748746	0.890169729552766	NIMIN1	NIM1-interacting 1
AT1G02460	-0.669712433727372	0.694695562144415		Pectin lyase-like superfamily protein
AT1G02470	-0.437842759592373	0.417910541426829		Polyketide cyclase/dehydrase and lipid transport superfamily protein
AT1G02475	0.438980254243002	0.0401645227611492		Polyketide cyclase/dehydrase and lipid transport superfamily protein
AT1G02480				
AT1G02490	0.822794778488551	0.907601470316151		hypothetical protein
AT1G02500	-0.112376784895714	0.704736985333239	SAM1	S-adenosylmethionine synthetase 1
AT1G02510	0.209103849821815	0.986198760615195	TPK4	Outward rectifying potassium channel protein
AT1G02520	-0.99162767276247	0.000235462595269408	ABCB11	P-glycoprotein 11
AT1G02530	-0.0605166620223641	0.986198760615195	ABCB12	P-glycoprotein 12
AT1G02540				hypothetical protein
AT1G02550				Plant invertase/pectin methylesterase inhibitor superfamily protein
AT1G02560	0.0954450848666428	0.649443212770691	CLPP5	nuclear encoded CLP protease 5
AT1G02570	1.21031744974179	0.293381338795781		transmembrane protein
AT1G02575	2.81205936027333	0.00108873398128895		transmembrane protein
AT1G02580	-0.289357007166342	0.811524294324807	MEA	SET domain-containing protein
AT1G02590				Aldehyde oxidase/xanthine dehydrogenase%2C molybdopterin binding protein
AT1G02600				
AT1G02610	1.14732887106477	0.00547091001498137		RING/FYVE/PHD zinc finger superfamily protein
AT1G02620	-0.212404910573223	0.756021604920055		Ras-related small GTP-binding family protein
AT1G02630	-1.03324342873367	0.840261772926804		Nucleoside transporter family protein
AT1G02640	1.50325778124001	0.0361275186451556	BXL2	beta-xylosidase 2
AT1G02650	0.483030735992792	0.281393562253387		Tetratricopeptide repeat (TPR)-like superfamily protein
AT1G02660	2.74501341750039	2.22721215308781e-17		alpha/beta-Hydrolases superfamily protein
AT1G02670	0.482137735373087	0.19535929744773		P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT1G02680	0.17541668389065	0.626916593789292	TAF13	TBP-associated factor 13
AT1G02690	-0.555114614906421	0.0910083125103046	IMPA-6	importin alpha isoform 6
AT1G02700	-1.41112249008528	0.198941096993657		GATA transcription factor-like protein
AT1G02705	-2.96835875856556	0.421872162920582		hypothetical protein
AT1G02710				glycine-rich protein
AT1G02720	-0.171438179003814	0.568988757395873	GATL5	galacturonosyltransferase 5
AT1G02730	-0.546272947589979	0.270430174655504	CSLD5	cellulose synthase-like D5
AT1G02740	0.363559272540276	0.0649792076101532		MRG family protein
AT1G02750	0.618714076319731	0.00895671029150778		Drought-responsive family protein
AT1G02760				
AT1G02770	0.547161329207321	0.46950291157511		hypothetical protein
AT1G02780	0.00466426983734849	0.995437191605606	emb2386	Ribosomal protein L19e family protein
AT1G02790	5.23013876215164	0.0700394976673005	PGA4	polygalacturonase 4
AT1G02800	1.51563358847561	0.035385036017556	CEL2	cellulase 2
AT1G02810	2.17313391890692	2.46957016616422e-10		Plant invertase/pectin methylesterase inhibitor superfamily
AT1G02813	3.63857485322447	0.173859680106923		pectinesterase (Protein of unknown function%2C DUF538)
AT1G02816	0.147307101121137	0.613742102112591		pectinesterase (Protein of unknown function%2C DUF538)
AT1G02820	4.7471041368725	3.03831169132198e-50	LEA3	Late embryogenesis abundant 3 (LEA3) family protein
AT1G02830	-0.752684836755607	0.929278226507732		Ribosomal L22e protein family
AT1G02840	-0.557464753618416	1.28175991781098e-07	SR34	RNA-binding (RRM/RBD/RNP motifs) family protein
AT1G02850	-0.735990535535599	0.0298523780816641	BGLU11	beta glucosidase 11
AT1G02860	0.490888689368153	0.0937151126493977	NLA	SPX (SYG1/Pho81/XPR1) domain-containing protein
AT1G02870	-0.781358331266891	9.26230042649444e-05		nucleolar-like protein
AT1G02880	0.455882162865089	0.155226590802008	TPK1	thiamin pyrophosphokinase1
AT1G02890	0.0244267633930374	0.927230669515471		AAA-type ATPase family protein
AT1G02900	0.369499692406883	0.26038870874581	RALF1	rapid alkalinization factor 1
AT1G02910	0.273126754508166	0.210845821793479	LPA1	tetratricopeptide repeat (TPR)-containing protein
AT1G02920	1.23236206503657	4.66882665197812e-07	GSTF7	glutathione S-transferase 7
AT1G02930	1.78869790513709	1.23505171247938e-08	GSTF6	glutathione S-transferase 6
AT1G02940	0.81479080581616	0.437741244975901	GSTF5	glutathione S-transferase (class phi) 5
AT1G02950	0.681036147864315	0.900052964789903	GSTF4	glutathione S-transferase F4
AT1G02952				Natural antisense transcript overlaps with AT1G02950
AT1G02960	-0.399655706735423	0.014561184885307		kinetochore protein
AT1G02965	-1.78270692053523	0.834260884785868		hypothetical protein
AT1G02970	-0.684211720380091	0.181420020645962	WEE1	WEE1-like kinase
AT1G02980	0.13304908527718	0.971077353607842	CUL2	cullin 2
AT1G02990	-0.192042975819274	0.222944654925981		hypothetical protein
AT1G03000	0.059220944129841	0.841481364546514	PEX6	peroxin 6
AT1G03010	-1.52628489891079	0.00257365122931348		Phototropic-responsive NPH3 family protein
AT1G03020	-0.100365975409893	0.980486587765155		Thioredoxin superfamily protein
AT1G03030	0.220792110468951	0.148898104379695		P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT1G03040	-0.25216289888897	0.134470498748453		basic helix-loop-helix (bHLH) DNA-binding superfamily protein
AT1G03050	-0.850420218473645	0.715860431322226		ENTH/ANTH/VHS superfamily protein
AT1G03055	3.04563452697926	2.93055676107027e-16	D27	beta-carotene isomerase D27-like protein
AT1G03060	-0.523115466683443	0.00154601912266343	SPI	BEACH-DOMAIN HOMOLOG A1
AT1G03070	1.95168605504492	0.0736524882696597		Bax inhibitor-1 family protein
AT1G03080	-0.205929300691511	0.444436186529589	NET1D	kinase interacting (KIP1-like) family protein
AT1G03090	0.0364447761711417	0.953075519560236	MCCA	methylcrotonyl-CoA carboxylase alpha chain
AT1G03100	2.25527901193799	2.22749177392074e-11		Pentatricopeptide repeat (PPR) superfamily protein
AT1G03103	5.38612380323753	0.00192037432403541		Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
AT1G03106	-0.470046392463584	0.858405592831214		hypothetical protein
AT1G03110	0.0280413338183581	0.956529126813867	TRM82	Transducin/WD40 repeat-like superfamily protein
AT1G03120	0.570313662305723	0.560250032076961	RAB28	responsive to abscisic acid 28
AT1G03130	0.533999182083085	0.107184239124805	PSAD-2	photosystem I subunit D-2
AT1G03140	0.00881160292495035	0.986198760615195		splicing factor Prp18 family protein
AT1G03150	0.0400965968712624	0.924349890456769		Acyl-CoA N-acyltransferases (NAT) superfamily protein
AT1G03160	-0.0578006005198198	0.845466225266639	FZL	FZO-like protein
AT1G03165	-1.38924480625164	0.55122589011175		hypothetical protein
AT1G03170	0.742802892244912	0.289223087688972	FAF2	FANTASTIC four-like protein (DUF3049)
AT1G03180	0.422044472967733	0.299175456720384		non-structural protein
AT1G03190	-0.33555626754703	0.156261812974181	UVH6	RAD3-like DNA-binding helicase protein
AT1G03200	-0.240550002728638	0.890169729552766		hypothetical protein
AT1G03210	-0.489908349111885	0.0131985620034302		Phenazine biosynthesis PhzC/PhzF protein
AT1G03220	1.10160104577223	9.71521072334973e-15		Eukaryotic aspartyl protease family protein
AT1G03230	1.08929853278816	5.10150354811749e-12		Eukaryotic aspartyl protease family protein
AT1G03240	0.548611450581786	0.929278226507732		hypothetical protein
AT1G03250	0.336707531946887	0.0751426838162061		R3H domain protein
AT1G03260	0.147221740411244	0.455438672737773		SNARE associated Golgi protein family
AT1G03270	0.00486608417152462	1.0		CBS domain protein with a domain protein (DUF21)
AT1G03280	-0.320467521253739	0.138993462935916		Transcription factor TFIIE%2C alpha subunit
AT1G03290	0.210064734506295	0.345306957283234		ELKS/Rab6-interacting/CAST family protein
AT1G03300			ATDUF1	agenet domain protein (DOMAIN OF UNKNOWN FUNCTION 724 1)
AT1G03310	-0.574949111797625	0.000952330918274706	DBE1	debranching enzyme 1
AT1G03320	0.563451949966965	0.785877331434916		hypothetical protein
AT1G03325				hypothetical protein
AT1G03330	0.144027823074221	0.397887175548836	LSM2	Small nuclear ribonucleoprotein family protein
AT1G03340	0.0685203272369118	0.890169729552766		hypothetical protein
AT1G03350	-0.175316899916921	0.405754004439372		BSD domain-containing protein
AT1G03360	-0.633344514585829	0.00635441749874871	RRP4	ribosomal RNA processing 4
AT1G03365	-0.383117707289136	0.00538590699092053		RING/U-box superfamily protein
AT1G03370	1.12191014978348	1.32864051602271e-12		C2 calcium/lipid-binding and GRAM domain containing protein
AT1G03380	-0.361588101173686	0.0750487437074055	ATG18G	yeast autophagy 18 G-like protein
AT1G03390	0.388533550449828	0.898839102574872		HXXXD-type acyl-transferase family protein
AT1G03395				hypothetical protein
AT1G03400	0.981490102648224	2.73765293173159e-06		2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
AT1G03410	-0.0428007428044973	0.936614625845409	2A6	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
AT1G03430	0.553457901345297	0.0132764473912271	AHP5	histidine-containing phosphotransfer factor 5
AT1G03440	-0.580933868282922	0.00129410096346027		Leucine-rich repeat (LRR) family protein
AT1G03445	0.79447352543163	0.601479041462031	BSU1	Serine/threonine protein phosphatase family protein
AT1G03457	0.406545987400411	0.0641059587796329		RNA-binding (RRM/RBD/RNP motifs) family protein
AT1G03470	-0.287857370941027	0.456406459599534	NET3A	Kinase interacting (KIP1-like) family protein
AT1G03475	-0.00521056828494998	0.988402293666716	LIN2	Coproporphyrinogen III oxidase
AT1G03490	1.17089253639924	0.890169729552766	NAC006	NAC domain containing protein 6
AT1G03495	-0.0248401134577092	0.973770302102312		HXXXD-type acyl-transferase family protein
AT1G03502	1.75623341021623	0.648257920691636		snoRNA
AT1G03506	-0.277446001814192	0.890169729552766		snoRNA
AT1G03510	-0.272716866104805	0.539696372826371		Tetratricopeptide repeat (TPR)-like superfamily protein
AT1G03515				
AT1G03520	0.390157041649102	0.10574376039298		Core-2/I-branching beta-1%2C6-N-acetylglucosaminyltransferase family protein
AT1G03530	-1.21096015489742	8.3733855724823e-09	NAF1	nuclear assembly factor 1
AT1G03540	-0.706488379848773	0.0745104001747266		Pentatricopeptide repeat (PPR-like) superfamily protein
AT1G03545	-0.324509711628751	0.875369669719913		Natural antisense transcript overlaps with AT1G03550
AT1G03550	-0.229019064264905	0.696103513428966	SCAMP4	Secretory carrier membrane protein (SCAMP) family protein
AT1G03560	-0.338644964744425	0.314213174371104		Pentatricopeptide repeat (PPR-like) superfamily protein
AT1G03570				
AT1G03590	0.367130530069357	0.167631896650123		Protein phosphatase 2C family protein
AT1G03600	0.23929666191532	0.166504697985545	PSB27	photosystem II family protein
AT1G03610	1.60407836483359	3.50714319371223e-08		plant/protein (DUF789)
AT1G03620	-0.324584728771153	0.6065417889625		ELMO/CED-12 family protein
AT1G03630	0.852735711097686	0.00167295650739392	POR C	protochlorophyllide oxidoreductase C
AT1G03640				
AT1G03650	-0.607985496266929	0.0496372311385756		Acyl-CoA N-acyltransferases (NAT) superfamily protein
AT1G03660	1.03709754629202	0.0536156098552245		Ankyrin-repeat containing protein
AT1G03670	0.13920911785296	0.980486587765155		ankyrin repeat family protein
AT1G03680	0.345867283448892	0.0682778089902275	THM1	thioredoxin M-type 1
AT1G03687	-0.0771796170889514	0.804865982951559		DTW domain-containing protein
AT1G03700	1.07267859429912	0.181036267847175		Uncharacterized protein family (UPF0497)
AT1G03710	-0.144290182007695	0.929278226507732		Cystatin/monellin superfamily protein
AT1G03720	0.0	1.0		Cysteine proteinases superfamily protein
AT1G03730	1.03105244898501	0.000119545088016722		pyrroline-5-carboxylate reductase
AT1G03740	1.1435729126518	1.37812161246227e-11		Protein kinase superfamily protein
AT1G03743				snoRNA
AT1G03746				snoRNA
AT1G03750	-0.316752817863083	0.112659226955426	SWI2	switch 2
AT1G03760	-0.831863748183646	0.00066384508816992		Prefoldin chaperone subunit family protein
AT1G03770	-0.32907590865031	0.250346390647295	RING1B	RING 1B
AT1G03780	-0.607210570961255	0.207529562066414	TPX2	targeting protein for XKLP2
AT1G03790	-2.30443223498921	0.204698973377435	SOM	Zinc finger C-x8-C-x5-C-x3-H type family protein
AT1G03800	1.063259106759	0.035385036017556	ERF10	ERF domain protein 10
AT1G03810	1.17089253639924	0.890169729552766		Nucleic acid-binding%2C OB-fold-like protein
AT1G03820	0.492542776131479	0.578675276122576		E6-like protein
AT1G03830	-0.768878673768507	0.000439367614372299		guanylate-binding family protein
AT1G03840	-0.773734473387914	0.222704276412758	MGP	C2H2 and C2HC zinc fingers superfamily protein
AT1G03850	1.25897301288567	9.25635255526042e-06	GRXS13	Glutaredoxin family protein
AT1G03860	0.15796028713571	0.463899430599671	PHB2	prohibitin 2
AT1G03870	1.34091463967877	5.15583581629295e-20	FLA9	FASCICLIN-like arabinoogalactan 9
AT1G03880	1.17089253639924	0.890169729552766	CRU2	cruciferin 2
AT1G03890				RmlC-like cupins superfamily protein
AT1G03900	-0.313092593936082	0.0632932098140506	ABCI18	non-intrinsic ABC protein 4
AT1G03905	0.572891352644943	0.00274796429912919	ABCI19	P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT1G03910	-0.291664252146145	0.121117148918732		cactus-binding carboxy-terminal%2C cactin
AT1G03920	0.532023863481895	0.196232681483792		Protein kinase family protein
AT1G03930	0.0142178631453935	0.974508113699218	ADK1	dual specificity kinase 1
AT1G03935	-0.71316313382497	0.482515638104818		snoRNA
AT1G03940	-0.0584305239638499	0.896827523803512		HXXXD-type acyl-transferase family protein
AT1G03950	0.0293136601232994	0.929278226507732	VPS2.3	vacuolar protein sorting-associated protein 2.3
AT1G03960	-0.115557920426946	0.666424239288762		Calcium-binding EF hand family protein
AT1G03970	0.124549055626349	0.800976535736603	GBF4	G-box binding factor 4
AT1G03980	1.91908647581784	0.000116294824151863	PCS2	phytochelatin synthase 2
AT1G03982				PAK-box/P21-Rho-binding family protein
AT1G03987	-0.244513239715255	0.929278226507732		
AT1G03990	-0.210099703065257	0.575223648185052		Long-chain fatty alcohol dehydrogenase family protein
AT1G03993				Natural antisense transcript overlaps with AT1G01040
AT1G03997				Natural antisense transcript overlaps with AT1G01050
AT1G04000	-0.14084703766415	0.664883545463344		hypothetical protein
AT1G04003				
AT1G04007				Natural antisense transcript overlaps with AT1G01160
AT1G04010	-0.397162909050013	0.0218709352362191	PSAT1	phospholipid sterol acyl transferase 1
AT1G04013				Natural antisense transcript overlaps with AT1G01170
AT1G04017				
