locus	log2FoldChange	padj	symbol	description
AT1G01280	0.0521904901803689	1.0	CYP703A2	cytochrome P450%2C family 703%2C subfamily A%2C polypeptide 2
AT1G01290	-0.0400638057076097	1.0	CNX3	cofactor of nitrate reductase and xanthine dehydrogenase 3
AT1G01300	-0.135873690663884	0.557481363318689		Eukaryotic aspartyl protease family protein
AT1G01305	-4.36362937776277	0.215406223630417		hypothetical protein
AT1G01310	-0.671440528429871	0.584597116452618		CAP (Cysteine-rich secretory proteins%2C Antigen 5%2C and Pathogenesis-related 1 protein) superfamily protein
AT1G01320	-0.230352712431033	0.267619215636116		Tetratricopeptide repeat (TPR)-like superfamily protein
AT1G01335	0.0521904901803678	1.0		auxin-responsive endogenous peptide protein
AT1G01340	0.669960463337258	0.001039456217994	CNGC10	cyclic nucleotide gated channel 10
AT1G01350	-0.00311652234639952	1.0		Zinc finger (CCCH-type/C3HC4-type RING finger) family protein
AT1G01355	-0.588803033426912	0.917102106425655		Putative endonuclease or glycosyl hydrolase
AT1G01360	0.0328432163047595	1.0	RCAR1	regulatory component of ABA receptor 1
AT1G01370	0.300710153504328	0.721869340697949	HTR12	Histone superfamily protein
AT1G01380	0.266303483094076	0.963129374951734	ETC1	Homeodomain-like superfamily protein
AT1G01390	0.0117004900178808	1.0		UDP-Glycosyltransferase superfamily protein
AT1G01400	-0.82221496957646	1.0		hypothetical protein
AT1G01410	-3.19140754661667	0.64285037123386	PUM22	pumilio 22
AT1G01420	-0.370620966511865	0.187918618909867	UGT72B3	UDP-glucosyl transferase 72B3
AT1G01430	-0.130562676416531	0.854091777302464	TBL25	TRICHOME BIREFRINGENCE-LIKE 25
AT1G01440	0.0336399027769774	0.991435323695141		hypothetical protein (DUF3133)
AT1G01448	-0.171609876640938	0.542342163819016		Natural antisense transcript overlaps with AT1G01450
AT1G01450				Protein kinase superfamily protein
AT1G01453	1.29294129520965	0.0410822307119231		late embryogenesis abundant hydroxyproline-rich glycoprotein family protein
AT1G01460	-0.305867158945752	1.0	PIPK11	Phosphatidylinositol-4-phosphate 5-kinase%2C core
AT1G01470	-0.694332540586228	0.0828839967261496	LEA14	Late embryogenesis abundant protein
AT1G01480	0.690052481225915	0.360625903439527	ACS2	1-amino-cyclopropane-1-carboxylate synthase 2
AT1G01490	-0.0539690419992926	0.788275849681079		Heavy metal transport/detoxification superfamily protein
AT1G01500	-0.0470865941827539	0.987279993017767		Erythronate-4-phosphate dehydrogenase family protein
AT1G01510	-0.121059422975256	0.62378792571966	AN	NAD(P)-binding Rossmann-fold superfamily protein
AT1G01520	-0.441898015681106	0.120555333682368	ASG4	Homeodomain-like superfamily protein
AT1G01530	-0.116901278594251	1.0	AGL28	AGAMOUS-like 28
AT1G01540	-0.0143258766428973	1.0		Protein kinase superfamily protein
AT1G01550	-0.171649717542036	0.173492942935331	BPS1	BPS1-like protein (DUF793)
AT1G01560	-0.238010957985168	0.94227146249734	MPK11	MAP kinase 11
AT1G01570	-0.170156703661887	0.946150252767459		transferring glycosyl group transferase (DUF604)
AT1G01580	0.589352059677755	0.716522515544148	FRO2	ferric reduction oxidase 2
AT1G01590	-0.879883414897961	0.473741922439208	FRO1	ferric reduction oxidase 1
AT1G01600	0.15111635013455	0.965529513294302	CYP86A4	cytochrome P450%2C family 86%2C subfamily A%2C polypeptide 4
AT1G01610	-0.0513704290882535	1.0	GPAT4	glycerol-3-phosphate acyltransferase 4
AT1G01620	-0.114719935992532	0.791306775203856	PIP1C	plasma membrane intrinsic protein 1C
AT1G01630	0.21200591222701	0.541093400144637		Sec14p-like phosphatidylinositol transfer family protein
AT1G01640	-0.279701966020563	0.908810157698372		BTB/POZ domain-containing protein
AT1G01650	-0.195060031640462	0.346754709022978	SPPL4	SIGNAL PEPTIDE PEPTIDASE-LIKE 4
AT1G01660	0.554944873551288	0.291951361356118		RING/U-box superfamily protein
AT1G01670	0.158769051446228	0.983145580368138		RING/U-box superfamily protein
AT1G01680	2.14351062673616	2.6850529304936e-05	PUB54	plant U-box 54
AT1G01690	0.133600540568891	0.94982712641392	PRD3	putative recombination initiation defects 3
AT1G01695	-0.0431240523576581	1.0	TRM33	Phosphatidylinositol N-acetyglucosaminlytransferase subunit P-like protein
AT1G01700	0.207385914756	0.967962294673265	ROPGEF2	RHO guanyl-nucleotide exchange factor 2
AT1G01710	-0.0226453819568352	1.0		acyl-CoA thioesterase II
AT1G01715	0.010837864323597	1.0		hypothetical protein
AT1G01720	-0.743800871345298	0.000109355704903878	ATAF1	NAC (No Apical Meristem) domain transcriptional regulator superfamily protein
AT1G01725	-0.336323135989286	0.24799795858658		adenylosuccinate synthetase
AT1G01730	-0.102435973813692	0.895104963526942		hypothetical protein
AT1G01740	0.0348009036143405	1.0	BSK4	kinase with tetratricopeptide repeat domain-containing protein
AT1G01750	0.977095486026612	0.551851583298968	ADF11	actin depolymerizing factor 11
AT1G01760	0.186177806734244	0.829706701050662		denosine deaminases acting on tRNA
AT1G01770	-0.106598701431482	0.75809473506216		propionyl-CoA carboxylase
AT1G01780	-0.0884478124160355	0.922893496749529	PLIM2b	GATA type zinc finger transcription factor family protein
AT1G01790	0.00582195000650392	1.0	KEA1	K+ efflux antiporter 1
AT1G01800	0.0512289340873468	0.937084465318778		NAD(P)-binding Rossmann-fold superfamily protein
AT1G01810	-0.192200417305604	0.995850161635487		hypothetical protein
AT1G01820	-0.066841423115854	0.907635352509744	PEX11C	peroxin 11c
AT1G01830	0.0196032181203705	1.0		ARM repeat superfamily protein
AT1G01840	-0.368360467900567	1.0		AP2-like ethylene-responsive transcription factor SNZ
AT1G01860	0.0103119212613143	1.0	PFC1	Ribosomal RNA adenine dimethylase family protein
AT1G01870				
AT1G01880	-0.0550742909416225	1.0		5'-3' exonuclease family protein
AT1G01890				
AT1G01900	0.20761416321619	0.893388125407006	SBTI1.1	subtilase family protein
AT1G01910	0.100547027971278	0.680509993749162		P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT1G01920	0.0629455509548572	0.983145580368138		SET domain-containing protein
AT1G01930	-0.0573800135770752	0.957401467885237		zinc finger protein-like protein
AT1G01940	-0.0979484311206176	0.891777278306189		Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein
AT1G01950	-0.0540728094980806	0.941917268802893	ARK2	armadillo repeat kinesin 2
AT1G01960	-0.0539871518491452	0.965775545553601	EDA10	SEC7-like guanine nucleotide exchange family protein
AT1G01970	-0.22458844474918	0.0954385554811601		Tetratricopeptide repeat (TPR)-like superfamily protein
AT1G01980	-2.16561893377151	0.834192919100018		FAD-binding Berberine family protein
AT1G01990	-0.111987619872775	0.694723014901302		hypothetical protein
AT1G02000	-0.191845025165917	0.407137521534537	GAE2	UDP-D-glucuronate 4-epimerase 2
AT1G02010	-0.135323256550412	0.749532000391052	SEC1A	secretory 1A
AT1G02020	-0.282754106440332	0.202259007035385		nitroreductase family protein
AT1G02030	0.0760278912852125	1.0		C2H2-like zinc finger protein
AT1G02040	0.122167226960225	1.0		C2H2-type zinc finger family protein
AT1G02050	-0.318352360087864	0.15082709935975	LAP6	Chalcone and stilbene synthase family protein
AT1G02060	-0.330492578569524	0.132876253239011		Tetratricopeptide repeat (TPR)-like superfamily protein
AT1G02065	0.293301916116277	0.922435768447401	SPL8	squamosa promoter binding protein-like 8
AT1G02067				hypothetical protein
AT1G02070	0.27334427197287	0.991256490955771		zinc ion-binding protein
AT1G02080	-0.076335789801859	0.851970509401916		transcription regulator
AT1G02090	-0.0360678128839612	0.991664002459781	FUS5	Proteasome component (PCI) domain protein
AT1G02100	-0.0492167103571814	0.932233568841618	SBI1	Leucine carboxyl methyltransferase
AT1G02110	0.0676388120049001	0.948291624369126		bZIP domain class transcription factor (DUF630 and DUF632)
AT1G02120	0.0344901122115895	1.0	VAD1	GRAM domain family protein
AT1G02130	-0.0612159740899909	0.974367758564378	RA-5	RAS 5
AT1G02140	-0.03346821432219	0.987279993017767	MAGO	mago nashi family protein
AT1G02145	0.090884704569917	0.890953888870804	ALG12	homolog of asparagine-linked glycosylation 12
AT1G02150	-0.234875941418673	0.415678711531678		Tetratricopeptide repeat (TPR)-like superfamily protein
AT1G02160	0.0744864069118231	0.936330742273233		Cox19 family protein (CHCH motif)
AT1G02170	-0.0878284920934068	0.859983597874532	MC1	metacaspase 1
AT1G02180	-0.00158305211029698	1.0		ferredoxin-like protein
AT1G02190	0.0242821129546532	1.0		Fatty acid hydroxylase superfamily
AT1G02205	-0.207992221019361	0.940837465145539	CER1	Fatty acid hydroxylase superfamily
AT1G02210				NAC (No Apical Meristem) domain transcriptional regulator superfamily protein
AT1G02220	0.0582707683619752	1.0	NAC003	NAC domain containing protein 3
AT1G02230	0.84588108852169	0.455740502165671	NAC004	NAC domain containing protein 4
AT1G02250	-0.146568337346774	1.0	NAC005	NAC domain containing protein 5
AT1G02260	0.206008102127797	0.380866091933471		Divalent ion symporter
AT1G02270	-0.116979354563928	0.708581351855146		Calcium-binding endonuclease/exonuclease/phosphatase family
AT1G02280	-0.14203061231957	0.753863766384833	TOC33	translocon at the outer envelope membrane of chloroplasts 33
AT1G02290	-0.0610326980695633	0.989435652060831		hypothetical protein
AT1G02300	0.139744614044041	0.84534955602476		Cysteine proteinases superfamily protein
AT1G02305	-0.0356604335686286	0.987701738241818		Cysteine proteinases superfamily protein
AT1G02310	-0.434686687868844	0.667624736678822	MAN1	Glycosyl hydrolase superfamily protein
AT1G02320				hypothetical protein
AT1G02330	0.131217820267145	0.746654183208307		integrator complex subunit-like protein
AT1G02335	0.0760863675732684	1.0	GL22	germin-like protein subfamily 2 member 2 precursor
AT1G02340	-0.312839669339294	0.45894896521169	HFR1	basic helix-loop-helix (bHLH) DNA-binding superfamily protein
AT1G02350	0.253869840434007	0.775040298862718		protoporphyrinogen oxidase-like protein
AT1G02360	0.263620799173958	0.175396795968886		Chitinase family protein
AT1G02370	-0.00186708358750756	1.0		Tetratricopeptide repeat (TPR)-like superfamily protein
AT1G02380	0.440713929029066	0.152833397498317		transmembrane protein
AT1G02390	-0.50143715433057	0.403022091750135	GPAT2	glycerol-3-phosphate acyltransferase 2
AT1G02400	-0.951834322788048	0.0181084049006583	GA2OX6	gibberellin 2-oxidase 6
AT1G02405	-0.00179313092613599	1.0		proline-rich family protein
AT1G02410	0.0161092536305543	1.0		cytochrome c oxidase assembly protein CtaG / Cox11 family
AT1G02420	0.156028683193974	0.987279993017767		Pentatricopeptide repeat (PPR) superfamily protein
AT1G02430	0.602072271092786	0.550800015566526	ARFD1B	ADP-ribosylation factor D1B
AT1G02440	0.44316579220144	0.764164291017502	ARFD1A	ADP-ribosylation factor D1A
AT1G02450	0.943642964191285	0.73652801521655	NIMIN1	NIM1-interacting 1
AT1G02460	0.322092828684882	0.908445635644885		Pectin lyase-like superfamily protein
AT1G02470	-0.197672214799862	0.908954829089889		Polyketide cyclase/dehydrase and lipid transport superfamily protein
AT1G02475	-0.0154041458681289	1.0		Polyketide cyclase/dehydrase and lipid transport superfamily protein
AT1G02480				
AT1G02490	-1.20351255770564	0.936461836833876		hypothetical protein
AT1G02500	-0.0486862077513629	0.906467248013389	SAM1	S-adenosylmethionine synthetase 1
AT1G02510	-1.30729738714133	0.991664002459781	TPK4	Outward rectifying potassium channel protein
AT1G02520	0.193456366711203	0.550800015566526	ABCB11	P-glycoprotein 11
AT1G02530	-0.242397815208089	1.0	ABCB12	P-glycoprotein 12
AT1G02540				hypothetical protein
AT1G02550	1.8883591623844	0.991664002459781		Plant invertase/pectin methylesterase inhibitor superfamily protein
AT1G02560	-0.123087115399316	0.722029637542979	CLPP5	nuclear encoded CLP protease 5
AT1G02570	0.277958549868981	0.908954829089889		transmembrane protein
AT1G02575	0.154815449342255	0.996170184624971		transmembrane protein
AT1G02580	0.750607203704007	0.660600953602963	MEA	SET domain-containing protein
AT1G02590	0.121192928359346	1.0		Aldehyde oxidase/xanthine dehydrogenase%2C molybdopterin binding protein
AT1G02600				
AT1G02610	0.0109637301804453	1.0		RING/FYVE/PHD zinc finger superfamily protein
AT1G02620	-0.193276528059982	0.800568774220433		Ras-related small GTP-binding family protein
AT1G02630	-0.378604745465093	1.0		Nucleoside transporter family protein
AT1G02640	-0.0600985308990338	0.990674065064942	BXL2	beta-xylosidase 2
AT1G02650	-0.0481956589853333	1.0		Tetratricopeptide repeat (TPR)-like superfamily protein
AT1G02660	-0.62787654562458	0.0230866096125731		alpha/beta-Hydrolases superfamily protein
AT1G02670	-0.454705276771771	0.366991770043529		P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT1G02680	0.0722444928378868	0.960972927188968	TAF13	TBP-associated factor 13
AT1G02690	0.0766129415033326	0.991664002459781	IMPA-6	importin alpha isoform 6
AT1G02700	-0.0230536527254193	1.0		GATA transcription factor-like protein
AT1G02705	-0.481188937411574	0.976230073392771		hypothetical protein
AT1G02710				glycine-rich protein
AT1G02720	0.0327137096504943	1.0	GATL5	galacturonosyltransferase 5
AT1G02730	0.280034290564305	0.531089875445973	CSLD5	cellulose synthase-like D5
AT1G02740	-0.102517858860576	0.908949396935274		MRG family protein
AT1G02750	-0.0208976686320138	1.0		Drought-responsive family protein
AT1G02760				
AT1G02770	-0.538485887726552	0.736465440137943		hypothetical protein
AT1G02780	0.00850212114049178	1.0	emb2386	Ribosomal protein L19e family protein
AT1G02790	-0.73260295681249	1.0	PGA4	polygalacturonase 4
AT1G02800	-0.324037448099522	0.854542405230978	CEL2	cellulase 2
AT1G02810	-0.123338525548942	0.956429851257116		Plant invertase/pectin methylesterase inhibitor superfamily
AT1G02813	0.112977870781384	1.0		pectinesterase (Protein of unknown function%2C DUF538)
AT1G02816	-0.106166680098053	0.670499256792544		pectinesterase (Protein of unknown function%2C DUF538)
AT1G02820	-0.120623301653233	0.953514239869629	LEA3	Late embryogenesis abundant 3 (LEA3) family protein
AT1G02830	1.47141740468269	0.96283157974526		Ribosomal L22e protein family
AT1G02840	0.00850227667545689	1.0	SR34	RNA-binding (RRM/RBD/RNP motifs) family protein
AT1G02850	-0.264272978809929	0.898221709108666	BGLU11	beta glucosidase 11
AT1G02860	-0.269995328993581	0.188633196630187	NLA	SPX (SYG1/Pho81/XPR1) domain-containing protein
AT1G02870	0.137969620792861	0.913472214816338		nucleolar-like protein
AT1G02880	-0.0433064518120657	1.0	TPK1	thiamin pyrophosphokinase1
AT1G02890	0.0246358461990074	1.0		AAA-type ATPase family protein
AT1G02900	0.204155578694153	0.643325042035667	RALF1	rapid alkalinization factor 1
AT1G02910	-0.148699004934604	0.573955579866456	LPA1	tetratricopeptide repeat (TPR)-containing protein
AT1G02920	1.37075917658167	2.98431641713324e-06	GSTF7	glutathione S-transferase 7
AT1G02930	2.08729757990971	1.92606371830233e-14	GSTF6	glutathione S-transferase 6
AT1G02940	2.29083119598677	0.0246825934256777	GSTF5	glutathione S-transferase (class phi) 5
AT1G02950	-0.903850494809373	0.990140509964266	GSTF4	glutathione S-transferase F4
AT1G02952				Natural antisense transcript overlaps with AT1G02950
AT1G02960	0.0684438228795843	0.935347109427671		kinetochore protein
AT1G02965	0.0521996073962797	1.0		hypothetical protein
AT1G02970	0.27063640871335	0.813909812335387	WEE1	WEE1-like kinase
AT1G02980	-0.739752803061864	0.875861402204578	CUL2	cullin 2
AT1G02990	0.0643277407730679	0.931560807607275		hypothetical protein
AT1G03000	-0.058065784771821	0.893388125407006	PEX6	peroxin 6
AT1G03010	0.210995977475264	0.971410138952162		Phototropic-responsive NPH3 family protein
AT1G03020	-0.189436492522242	1.0		Thioredoxin superfamily protein
AT1G03030	0.0216181794423217	1.0		P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT1G03040	-0.00412134204918812	1.0		basic helix-loop-helix (bHLH) DNA-binding superfamily protein
AT1G03050	-0.666513743225995	0.781708625919165		ENTH/ANTH/VHS superfamily protein
AT1G03055	0.0668762450691959	0.991255781401088	D27	beta-carotene isomerase D27-like protein
AT1G03060	0.0328099605397105	0.998419307464632	SPI	BEACH-DOMAIN HOMOLOG A1
AT1G03070	-0.472389970657219	0.907635352509744		Bax inhibitor-1 family protein
AT1G03080	-0.0133124587748671	1.0	NET1D	kinase interacting (KIP1-like) family protein
AT1G03090	-0.367352881548803	0.0026335378689712	MCCA	methylcrotonyl-CoA carboxylase alpha chain
AT1G03100	-1.07868027976509	0.0217302520270443		Pentatricopeptide repeat (PPR) superfamily protein
AT1G03103	-2.3560770893802	0.641372908727317		Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
AT1G03106	-1.00635006691215	0.736465440137943		hypothetical protein
AT1G03110	0.0743514404708832	0.981198486607176	TRM82	Transducin/WD40 repeat-like superfamily protein
AT1G03120	0.0505680773104437	1.0	RAB28	responsive to abscisic acid 28
AT1G03130	-0.229259646322478	0.823299903343401	PSAD-2	photosystem I subunit D-2
AT1G03140	0.0364534337336194	0.991664002459781		splicing factor Prp18 family protein
AT1G03150	0.175507449729733	0.593762253455968		Acyl-CoA N-acyltransferases (NAT) superfamily protein
AT1G03160	0.0267603799868864	1.0	FZL	FZO-like protein
AT1G03165	0.796176267964113	0.471680771792268		hypothetical protein
AT1G03170	0.255724943077743	0.932600032354791	FAF2	FANTASTIC four-like protein (DUF3049)
AT1G03180	-0.01645910839119	1.0		non-structural protein
AT1G03190	-0.0137939153899151	1.0	UVH6	RAD3-like DNA-binding helicase protein
AT1G03200	-0.427703571778153	0.841059273885962		hypothetical protein
AT1G03210	0.283708287694802	0.33054248582286		Phenazine biosynthesis PhzC/PhzF protein
AT1G03220	-0.146836757876232	0.748540973035961		Eukaryotic aspartyl protease family protein
AT1G03230	-0.0785725607582883	0.944382218186839		Eukaryotic aspartyl protease family protein
AT1G03240	-1.22486362746428	0.945919673290725		hypothetical protein
AT1G03250	0.0925856145626133	0.781538473485906		R3H domain protein
AT1G03260	0.0297037103169368	1.0		SNARE associated Golgi protein family
AT1G03270	0.249155677432826	0.565636440972653		CBS domain protein with a domain protein (DUF21)
AT1G03280	-0.0765316910824845	0.728111321716601		Transcription factor TFIIE%2C alpha subunit
AT1G03290	0.0767906126896089	0.911957983865745		ELKS/Rab6-interacting/CAST family protein
AT1G03300			ATDUF1	agenet domain protein (DOMAIN OF UNKNOWN FUNCTION 724 1)
AT1G03310	-0.00530780169237648	1.0	DBE1	debranching enzyme 1
AT1G03320	-0.661289735453374	0.884506976958491		hypothetical protein
AT1G03325				hypothetical protein
AT1G03330	0.1057557755425	0.81442245334433	LSM2	Small nuclear ribonucleoprotein family protein
AT1G03340	0.244153343625416	0.791306775203856		hypothetical protein
AT1G03350	0.0243031975074866	0.999582009572897		BSD domain-containing protein
AT1G03360	0.126520892409074	0.910240269896221	RRP4	ribosomal RNA processing 4
AT1G03365	-0.0090020508382572	1.0		RING/U-box superfamily protein
AT1G03370	0.102445471199807	0.869645250419941		C2 calcium/lipid-binding and GRAM domain containing protein
AT1G03380	-0.217892497410067	0.145240299146948	ATG18G	yeast autophagy 18 G-like protein
AT1G03390	-0.0947843863072841	1.0		HXXXD-type acyl-transferase family protein
AT1G03395				hypothetical protein
AT1G03400	-0.0171804798655222	1.0		2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
AT1G03410	0.0703086004224361	0.990280080797613	2A6	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
AT1G03430	0.279478184995691	0.0957087505562388	AHP5	histidine-containing phosphotransfer factor 5
AT1G03440	0.0265890936444721	1.0		Leucine-rich repeat (LRR) family protein
AT1G03445	0.103457462466378	1.0	BSU1	Serine/threonine protein phosphatase family protein
AT1G03457	-0.220132482287687	0.390520144346614		RNA-binding (RRM/RBD/RNP motifs) family protein
AT1G03470	-0.25892403965731	0.567061766976916	NET3A	Kinase interacting (KIP1-like) family protein
AT1G03475	-0.0441867529972316	0.998419307464632	LIN2	Coproporphyrinogen III oxidase
AT1G03490	-0.747972663295857	1.0	NAC006	NAC domain containing protein 6
AT1G03495	0.0147557982945031	1.0		HXXXD-type acyl-transferase family protein
AT1G03502	0.876704042775337	0.974285041047928		snoRNA
AT1G03506	0.155892002577149	1.0		snoRNA
AT1G03510	0.147364313519148	0.966765071696384		Tetratricopeptide repeat (TPR)-like superfamily protein
AT1G03515				
AT1G03520	-0.0290519073063089	1.0		Core-2/I-branching beta-1%2C6-N-acetylglucosaminyltransferase family protein
AT1G03530	-0.0420905354362733	1.0	NAF1	nuclear assembly factor 1
AT1G03540	-0.160667293595836	0.960819277131237		Pentatricopeptide repeat (PPR-like) superfamily protein
AT1G03545	1.29323592467201	0.432359827108085		Natural antisense transcript overlaps with AT1G03550
AT1G03550	-0.399902592155025	0.453691549821012	SCAMP4	Secretory carrier membrane protein (SCAMP) family protein
AT1G03560	0.0993521065810872	0.896603187734828		Pentatricopeptide repeat (PPR-like) superfamily protein
AT1G03570				
AT1G03590	-0.167330446279619	0.363546598477921		Protein phosphatase 2C family protein
AT1G03600	-0.156037201148056	0.823299903343401	PSB27	photosystem II family protein
AT1G03610	-0.242230984254529	0.124437264628256		plant/protein (DUF789)
AT1G03620	-0.226656827768629	0.987279993017767		ELMO/CED-12 family protein
AT1G03630	0.104739782333343	0.987279993017767	POR C	protochlorophyllide oxidoreductase C
AT1G03640				
AT1G03650	0.0317562895501321	1.0		Acyl-CoA N-acyltransferases (NAT) superfamily protein
AT1G03660	0.445818984840779	0.656873474462733		Ankyrin-repeat containing protein
AT1G03670	0.332712168753655	1.0		ankyrin repeat family protein
AT1G03680	-0.145562319858888	0.854050806061236	THM1	thioredoxin M-type 1
AT1G03687	-0.0132270657662303	1.0		DTW domain-containing protein
AT1G03700	-0.242002943178982	0.969892960991199		Uncharacterized protein family (UPF0497)
AT1G03710	-0.336108970064038	0.964059445789211		Cystatin/monellin superfamily protein
AT1G03720				Cysteine proteinases superfamily protein
AT1G03730	-0.0853359059620133	0.957283844918378		pyrroline-5-carboxylate reductase
AT1G03740	0.0178355763417308	1.0		Protein kinase superfamily protein
AT1G03743	-2.35946480461683	0.868159873011178		snoRNA
AT1G03746	0.852312255139967	0.923792963305526		snoRNA
AT1G03750	0.170077078895338	0.643325042035667	SWI2	switch 2
AT1G03760	-0.0285277906524951	1.0		Prefoldin chaperone subunit family protein
AT1G03770	0.0930102451935158	0.966359019118715	RING1B	RING 1B
AT1G03780	0.261111769646178	0.714809217097363	TPX2	targeting protein for XKLP2
AT1G03790	-2.82308855342198	0.398050041752623	SOM	Zinc finger C-x8-C-x5-C-x3-H type family protein
AT1G03800	-0.00197290390923816	1.0	ERF10	ERF domain protein 10
AT1G03810	1.89972847848709	0.94982712641392		Nucleic acid-binding%2C OB-fold-like protein
AT1G03820	0.716793752390831	0.308944584729723		E6-like protein
AT1G03830	-0.155352606784881	0.794638247914076		guanylate-binding family protein
AT1G03840	0.329775922753756	0.48463580136809	MGP	C2H2 and C2HC zinc fingers superfamily protein
AT1G03850	0.209916338849129	0.64483461361105	GRXS13	Glutaredoxin family protein
AT1G03860	-0.0504068221208838	0.980167419356048	PHB2	prohibitin 2
AT1G03870	-0.229976063736691	0.36826893661008	FLA9	FASCICLIN-like arabinoogalactan 9
AT1G03880	0.938864392991818	1.0	CRU2	cruciferin 2
AT1G03890				RmlC-like cupins superfamily protein
AT1G03900	-0.0486733335034067	0.896950907626803	ABCI18	non-intrinsic ABC protein 4
AT1G03905	0.443848300779426	0.0536673656740542	ABCI19	P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT1G03910	0.0221228351047432	1.0		cactus-binding carboxy-terminal%2C cactin
AT1G03920	0.360599020337043	0.311336574440584		Protein kinase family protein
AT1G03930	0.109393763158757	0.522868780004817	ADK1	dual specificity kinase 1
AT1G03935	0.625596807657908	0.433234318415119		snoRNA
AT1G03940	0.429433746826163	0.299170921528059		HXXXD-type acyl-transferase family protein
AT1G03950	0.188005136650801	0.443301691901487	VPS2.3	vacuolar protein sorting-associated protein 2.3
AT1G03960	-0.111113935143147	0.764780626908651		Calcium-binding EF hand family protein
AT1G03970	-0.0928803434521608	0.908949396935274	GBF4	G-box binding factor 4
AT1G03980	0.9766459852821	0.0546871105475733	PCS2	phytochelatin synthase 2
AT1G03982	0.0	1.0		PAK-box/P21-Rho-binding family protein
AT1G03987	0.739558638868803	0.516038314298671		
AT1G03990	-0.225813807646069	0.684187719869782		Long-chain fatty alcohol dehydrogenase family protein
AT1G03993				Natural antisense transcript overlaps with AT1G01040
AT1G03997				Natural antisense transcript overlaps with AT1G01050
AT1G04000	-0.100001290566023	0.917102106425655		hypothetical protein
AT1G04003				
AT1G04007				Natural antisense transcript overlaps with AT1G01160
AT1G04010	0.171171525116663	0.699950594631768	PSAT1	phospholipid sterol acyl transferase 1
AT1G04013				Natural antisense transcript overlaps with AT1G01170
AT1G04017				
AT1G04020	0.123979860849161	0.895972479533337	BARD1	breast cancer associated RING 1
AT1G04023				
AT1G04027				
AT1G04030	0.158590537052724	0.862902797263662		eisosome protein
AT1G04033				
AT1G04037	0.401765762286321	0.963927281482979		
AT1G04040	0.217775038268644	0.331954351152261		HAD superfamily%2C subfamily IIIB acid phosphatase
AT1G04043				Natural antisense transcript overlaps with AT1G01720
AT1G04047				Natural antisense transcript overlaps with AT1G01725
